# {"t_start": 1601364204.6875687, "env_id": "BeamRiderNoFrameskip-v4"} 
r,l,t
3480.0,3548,53340.058558
3900.0,3957,53571.310855
1900.0,2606,53720.519731
1796.0,2153,53846.38639
660.0,1112,53907.012088
3420.0,3258,54102.210793
3000.0,2936,54268.8365
2664.0,3112,54453.303727
1332.0,1994,54566.813096
2160.0,2218,54700.633731
1588.0,1691,54799.669813
660.0,1172,54867.260189
2720.0,2567,55017.547689
804.0,1385,55099.008122
1536.0,2229,55227.225887
660.0,1164,55293.603143
484.0,991,55353.03291
1332.0,1974,55465.768216
948.0,1238,55540.003792
1900.0,2186,55666.695024
1380.0,2194,55793.392487
1140.0,1609,55883.666835
2944.0,3553,56094.365851
2552.0,2854,56258.136678
1380.0,1974,56370.133452
2776.0,3106,56555.888917
2160.0,2666,56707.687436
996.0,1255,56783.099108
1188.0,1821,56889.266917
1092.0,1514,56979.271595
1188.0,1827,57083.219193
1848.0,2445,57224.705713
2160.0,2675,57382.295531
1140.0,1331,57457.56559
1640.0,2125,57585.209445
660.0,1049,57644.975374
1692.0,2050,57765.280163
2272.0,2769,57930.566223
1432.0,2077,58051.071912
3616.0,3237,58238.77123
2916.0,3063,58417.709283
660.0,1245,58491.852779
2216.0,2611,58641.869783
2608.0,3441,58840.827059
1332.0,1932,58953.198556
2160.0,2711,59109.033908
2160.0,2683,59265.525318
1536.0,1849,59370.443327
4260.0,3555,59576.569908
2160.0,2478,59718.970497
1484.0,1902,59830.816057
5538.0,4223,60075.625296
2664.0,2616,60223.391304
1380.0,1491,60311.244833
1536.0,2063,60429.010373
1952.0,2132,60554.601564
852.0,1604,60644.03094
4740.0,4158,60882.985955
1380.0,2040,61002.05427
660.0,1169,61069.171203
1284.0,1853,61178.657525
1284.0,1747,61276.782143
3180.0,3751,61498.813707
2972.0,3217,61683.947799
1284.0,1550,61772.596586
3810.0,3533,61974.658619
4320.0,3854,62199.523946
3308.0,3548,62404.472447
1484.0,2148,62530.519493
3084.0,2939,62703.370461
1044.0,1267,62770.52891
2328.0,2840,62940.198969
1092.0,1716,63036.89899
3084.0,2671,63190.759458
2160.0,2883,63353.630379
1284.0,1705,63450.284607
1380.0,1822,63559.257441
2496.0,2566,63707.105567
2160.0,2140,63827.219693
2496.0,2759,63990.013933
996.0,1672,64087.218864
1380.0,1806,64191.681344
852.0,1163,64258.971833
2720.0,2981,64430.999615
1900.0,1996,64549.732088
440.0,897,64600.548064
948.0,1530,64683.945652
1236.0,1675,64780.286993
2160.0,2383,64919.090159
948.0,1347,64993.114353
3728.0,3282,65174.447449
1332.0,1684,65266.168386
2160.0,2251,65390.419009
948.0,1428,65467.836309
1380.0,1719,65560.014363
3964.0,4133,65781.472089
2832.0,3152,65957.181393
1380.0,1705,66047.379902
2160.0,2580,66185.604608
2160.0,2331,66311.021404
852.0,1276,66379.936026
2832.0,3062,66544.551474
4530.0,3297,66726.008793
1332.0,1906,66830.118228
2496.0,3322,67010.708787
1536.0,2171,67125.702478
1432.0,1700,67222.561821
1380.0,1932,67327.08022
1188.0,1861,67426.553823
2552.0,3272,67609.061846
852.0,1441,67685.244127
3900.0,4204,67916.960745
1332.0,1874,68014.056749
1380.0,1662,68104.83764
1952.0,2290,68232.887615
2160.0,3087,68397.716275
1432.0,2211,68519.473502
1380.0,1711,68617.51979
2552.0,3364,68801.060529
4320.0,4129,69025.752414
1236.0,1674,69116.821447
1380.0,1927,69221.782839
1284.0,1688,69312.316758
1796.0,2218,69432.277659
948.0,1419,69508.247396
1952.0,2333,69639.894323
3720.0,3783,69842.681263
2160.0,2864,69993.079214
3240.0,3630,70189.455013
1284.0,1820,70287.17876
1188.0,1812,70383.586856
1692.0,2273,70507.117665
3300.0,3526,70696.209744
1484.0,1898,70799.517294
3300.0,3864,71006.849694
3480.0,3600,71201.822128
4542.0,4099,71425.440894
1284.0,1727,71516.8752
2160.0,2582,71662.55711
2776.0,3112,71829.793914
1188.0,1744,71922.330875
2160.0,2656,72069.117948
2160.0,2466,72201.539106
3660.0,3515,72393.785025
2608.0,3117,72562.266572
2004.0,2910,72718.752958
1380.0,1918,72821.817832
1332.0,1526,72896.575051
2004.0,2545,73029.810358
2832.0,3129,73194.823597
1380.0,1974,73297.035977
1236.0,1691,73385.77293
2664.0,3290,73564.248469
2160.0,2629,73698.87374
1536.0,2339,73818.31653
1900.0,2458,73952.376314
5152.0,4357,74178.354294
2384.0,3052,74339.258121
1284.0,1767,74433.135147
1796.0,2037,74541.809436
2004.0,2720,74687.301579
1332.0,1797,74781.047518
3028.0,3186,74948.901572
3420.0,3446,75126.162911
1380.0,1706,75212.118171
1432.0,2169,75325.707894
1744.0,2207,75443.784543
1380.0,1762,75537.515766
4606.0,4292,75759.205866
2440.0,2984,75914.692977
1432.0,2027,76022.132106
3540.0,3978,76231.829179
1900.0,2463,76360.365493
1432.0,1969,76464.9491
1140.0,1719,76551.137277
2108.0,2405,76680.493953
3360.0,3583,76869.205836
