# {"t_start": 1601364204.7015116, "env_id": "BeamRiderNoFrameskip-v4"} 
r,l,t
660.0,1173,37761.200505
1044.0,1682,37858.428957
1284.0,1684,37954.963107
2748.0,3398,38149.397529
1380.0,1999,38270.37198
1380.0,2126,38390.171013
1044.0,1414,38471.773072
1284.0,1613,38570.919367
708.0,1146,38639.028903
804.0,1254,38708.000205
1044.0,1639,38806.594956
1380.0,1977,38925.857431
1332.0,1633,39019.553358
1044.0,1311,39098.514141
1744.0,1964,39216.457327
1188.0,1701,39314.951794
948.0,1322,39389.862061
708.0,1085,39456.022738
1380.0,1954,39575.171589
1588.0,2041,39693.911499
1640.0,2232,39821.018531
1432.0,2473,39962.69956
1140.0,1555,40052.632242
1140.0,1649,40149.93401
2944.0,3064,40331.196184
1380.0,2147,40457.439492
2160.0,2531,40608.510119
900.0,1658,40700.461468
1900.0,2871,40870.983313
1188.0,1895,40981.93724
1092.0,1532,41070.318167
2160.0,2641,41221.276055
1188.0,1586,41311.999924
1332.0,1867,41434.921194
1380.0,1963,41547.898272
996.0,1256,41623.763357
1092.0,1917,41736.857617
1284.0,2435,41885.646325
1380.0,1674,41982.149729
1380.0,2339,42119.013488
1744.0,2080,42246.52653
900.0,1669,42343.622182
1484.0,2301,42477.82476
900.0,1246,42553.26208
1692.0,2285,42686.758273
3420.0,3068,42861.109943
948.0,1476,42950.841805
852.0,1436,43033.342623
1484.0,2149,43172.137536
1284.0,1600,43263.259541
1332.0,1779,43368.830353
3180.0,3833,43597.909314
1848.0,2180,43727.285837
4110.0,3791,43953.805862
2608.0,2979,44133.145624
1848.0,2545,44282.546362
2160.0,3025,44454.209028
1640.0,2098,44575.033011
1332.0,1793,44686.284375
1236.0,1715,44792.4753
3900.0,3291,44982.065799
1432.0,1627,45077.770617
1900.0,2519,45230.04429
2328.0,3039,45402.013689
3000.0,3497,45608.117468
1848.0,2406,45742.444243
900.0,1293,45816.178476
2056.0,2658,45969.364682
660.0,1106,46034.470652
1380.0,1681,46129.753919
3420.0,3333,46310.859671
2944.0,3297,46484.495569
1952.0,2292,46607.503747
3140.0,3107,46768.994673
4800.0,4288,46996.844426
3420.0,3723,47193.121414
1236.0,1603,47273.450922
2216.0,2534,47407.677449
1380.0,1981,47514.30336
1188.0,1611,47596.761259
3900.0,3996,47805.40583
1188.0,1564,47891.218821
660.0,1247,47958.848757
1536.0,2096,48070.78939
3364.0,3012,48233.80281
1380.0,1863,48329.029284
3360.0,3697,48528.140907
1188.0,1668,48633.43456
1044.0,1561,48733.616733
1588.0,2115,48873.828052
3000.0,3718,49108.647658
1796.0,2347,49256.348759
1284.0,2066,49389.69718
2832.0,3294,49595.587355
1380.0,1536,49684.940681
1484.0,2077,49817.419836
2160.0,2605,49983.960502
2004.0,2569,50150.518437
1432.0,1573,50250.990066
2496.0,2949,50419.528433
1140.0,1591,50514.88785
1380.0,2089,50634.71942
2056.0,2278,50767.837193
2004.0,2568,50916.915912
1952.0,2589,51065.563256
1332.0,1631,51156.210571
996.0,1212,51229.618395
1380.0,2061,51348.158097
1588.0,2259,51482.196112
1332.0,1720,51579.693718
660.0,1164,51647.45268
3360.0,3394,51843.697585
1236.0,1727,51948.269698
2608.0,2678,52104.250324
1188.0,1890,52208.714087
3420.0,3084,52389.227764
1380.0,1696,52490.206279
2160.0,2474,52631.390962
948.0,1402,52712.710322
1848.0,2271,52839.305064
2972.0,2975,53013.924968
1332.0,1738,53109.811007
2108.0,2289,53243.943724
1796.0,2500,53385.963564
2160.0,2585,53541.43471
3120.0,3563,53743.552861
2160.0,2465,53891.031225
1380.0,1894,53996.76663
396.0,830,54049.062473
2160.0,2675,54207.869907
2384.0,3036,54379.460383
1380.0,1751,54483.850699
1236.0,1644,54581.331242
3660.0,3258,54769.932771
1380.0,2111,54891.290986
1284.0,1490,54980.643681
996.0,1464,55062.971487
1952.0,2191,55189.556495
1236.0,2117,55316.5381
1380.0,1863,55421.850163
1900.0,2636,55578.303401
1380.0,1960,55689.981998
1140.0,1673,55786.696676
1744.0,2228,55914.279577
1332.0,1763,56019.465093
2108.0,2625,56175.181314
1332.0,2010,56288.207529
1092.0,1513,56377.277854
1332.0,1600,56467.626352
852.0,1359,56549.005919
996.0,1161,56615.93424
3780.0,3579,56828.624145
1140.0,1515,56918.27945
1380.0,2031,57037.863336
1332.0,1886,57143.014357
3420.0,3009,57320.668891
1380.0,1673,57418.705123
2056.0,2007,57533.056961
2496.0,3057,57712.731609
948.0,1271,57787.613041
1332.0,1851,57893.062302
2108.0,2521,58043.530858
1380.0,2278,58178.818601
2160.0,3101,58357.615135
1380.0,1734,58455.445559
3780.0,3571,58664.821597
3420.0,2899,58833.024623
3000.0,2866,58997.559192
2552.0,3198,59183.791217
1380.0,2093,59303.464167
1188.0,1832,59414.608307
2608.0,3259,59599.168216
1092.0,1574,59689.242252
1380.0,1547,59778.708603
1952.0,2331,59912.701142
1484.0,2100,60038.886242
2160.0,2644,60186.240214
3900.0,3733,60400.672226
1432.0,2075,60524.850114
1332.0,1802,60628.474907
4956.0,4655,60897.280983
2004.0,2694,61053.389871
1380.0,1768,61156.305309
1236.0,1775,61254.497924
1588.0,1932,61365.77689
4080.0,3669,61580.671099
4710.0,3961,61810.533429
4448.0,4189,62055.907713
2160.0,2692,62213.29725
3000.0,3345,62404.019141
3000.0,3501,62606.150038
4028.0,3773,62822.268249
1536.0,2315,62956.038614
1588.0,1693,63059.022905
996.0,1314,63132.540852
2160.0,2399,63266.544244
2384.0,2852,63434.467112
1380.0,1678,63530.432626
3000.0,2909,63693.227721
2440.0,2814,63857.21429
1332.0,1585,63952.711031
1236.0,1482,64035.806222
1900.0,2366,64176.480618
1952.0,2592,64326.53502
2160.0,2557,64475.78306
1332.0,1796,64578.915898
1092.0,1387,64653.715626
4028.0,4278,64903.912805
4320.0,3810,65111.489184
1380.0,1593,65201.523487
900.0,1354,65273.334715
1380.0,1703,65369.075122
1952.0,2388,65496.878842
660.0,1120,65559.726545
1140.0,1514,65642.638863
1188.0,1543,65725.497938
1380.0,1773,65816.948898
1536.0,2105,65935.802887
2160.0,2853,66088.317034
4050.0,3314,66269.418957
2108.0,2539,66406.552555
2272.0,2784,66551.662355
1332.0,1813,66648.817812
1380.0,2039,66761.729987
1536.0,2091,66879.124233
2552.0,3343,67061.020304
900.0,1329,67132.186894
1796.0,1864,67230.634222
1092.0,1582,67320.167253
1380.0,1770,67413.061895
4448.0,4131,67643.911492
2160.0,2906,67799.186228
2056.0,2745,67950.993522
4320.0,3957,68168.328518
2160.0,2359,68295.054548
3300.0,4052,68518.648678
2160.0,1957,68624.684358
4476.0,4478,68871.868935
1380.0,1713,68962.292695
2440.0,2911,69123.335726
2748.0,3136,69291.189576
2056.0,2876,69452.21784
3870.0,3438,69633.760523
3600.0,3523,69827.826737
2108.0,2282,69951.194386
1284.0,1966,70053.648015
948.0,1438,70128.057878
1848.0,2395,70258.662522
2108.0,2390,70384.036194
1952.0,2089,70499.906605
1640.0,1984,70605.153512
804.0,1217,70668.59527
2056.0,2421,70800.020004
1092.0,1461,70883.876609
3360.0,3843,71088.925422
2776.0,3301,71264.375277
1848.0,2484,71403.931607
4740.0,3655,71600.8263
1692.0,2316,71726.197041
1848.0,2503,71865.593828
1796.0,2275,71985.223942
1952.0,2398,72117.493259
2496.0,2745,72264.039008
3180.0,3600,72457.974316
1380.0,1641,72548.308713
3000.0,3254,72725.733418
2972.0,2949,72882.346312
1796.0,2195,72996.136302
1796.0,2434,73121.644391
1380.0,1671,73208.247207
948.0,1362,73276.470776
3280.0,2744,73426.224945
1188.0,1604,73509.169784
996.0,1356,73584.914423
2328.0,2932,73732.399678
2496.0,3428,73912.111738
3420.0,3328,74089.265035
2160.0,2569,74224.163032
1380.0,2079,74332.55354
1848.0,2482,74467.005214
1188.0,1821,74562.673323
1744.0,2343,74687.204948
3000.0,3284,74862.19364
1284.0,1808,74955.264452
1640.0,2182,75066.53668
3084.0,3013,75219.110482
2496.0,3216,75389.153941
660.0,1110,75450.130342
2496.0,2732,75591.074314
2108.0,2624,75731.119704
1952.0,2625,75866.442624
2720.0,3002,76022.241939
1380.0,2083,76137.802244
1284.0,1452,76210.908422
2160.0,2885,76360.185854
1284.0,1716,76451.802606
4020.0,3668,76639.652966
1848.0,2423,76767.415006
1692.0,2538,76904.613718
1692.0,2544,77042.311404
3600.0,3746,77244.307153
4320.0,4218,77467.875523
900.0,1361,77536.174464
5024.0,4725,77785.216529
3120.0,3162,77955.911499
1484.0,1817,78051.232868
3780.0,3744,78249.671772
1284.0,1932,78348.547888
1640.0,1993,78454.295718
2108.0,2716,78594.298315
948.0,1532,78673.093194
1332.0,1789,78767.680517
2160.0,2751,78907.296458
2720.0,3217,79075.672639
2804.0,2722,79216.680653
2972.0,3160,79383.312268
900.0,1206,79442.817181
5070.0,4038,79658.012891
1900.0,1861,79752.795841
1332.0,1687,79841.471032
4092.0,4036,80055.216884
5990.0,4930,80312.731441
2108.0,2603,80451.921023
4576.0,3857,80652.148894
2108.0,2145,80760.938442
3900.0,4507,81002.346978
7086.0,5965,81313.690686
2160.0,2679,81453.822954
3900.0,3817,81653.90924
2056.0,2487,81779.296507
1484.0,2093,81888.604206
5340.0,4554,82131.744331
4230.0,4166,82351.533498
996.0,1380,82425.326837
1332.0,1924,82526.020363
1332.0,1896,82626.108737
2160.0,2058,82735.732815
2664.0,3327,82912.264687
1848.0,2497,83040.950386
1332.0,1652,83126.504063
2804.0,2495,83254.872052
4796.0,4695,83502.643294
2972.0,2603,83641.189731
1188.0,1326,83714.463935
1952.0,2270,83828.54742
3720.0,3379,84009.286584
2608.0,2997,84163.78761
4284.0,4276,84387.863317
1952.0,2409,84515.770951
1380.0,1711,84603.168569
900.0,1474,84683.399179
2004.0,2794,84831.321311
3240.0,3379,85008.848089
1484.0,1644,85097.291716
6342.0,5153,85365.744886
2160.0,2694,85505.32834
3990.0,3666,85701.964254
1284.0,1585,85782.987005
2056.0,2179,85898.416379
2552.0,2946,86053.14101
852.0,1337,86120.290471
3240.0,3683,86316.676401
2496.0,3054,86475.170212
1284.0,1786,86569.334301
1140.0,1507,86644.257101
2004.0,2555,86778.654011
4962.0,3825,86979.986806
3000.0,3553,87165.886628
1380.0,1805,87259.162744
2160.0,2090,87365.386604
3660.0,3817,87566.990486
2720.0,2875,87715.521379
5020.0,4471,87949.589536
1044.0,1308,88018.362023
5282.0,3985,88225.556246
3084.0,3370,88400.726728
5544.0,4622,88650.264824
1484.0,2038,88753.519154
2160.0,2149,88866.559117
1284.0,1447,88942.458581
1848.0,1772,89036.366384
2748.0,2932,89191.757243
3720.0,4281,89413.810383
2552.0,3050,89575.637485
4860.0,4323,89805.727236
5602.0,4101,90024.235415
3240.0,3378,90202.526742
1432.0,1831,90297.673665
4512.0,4170,90521.220558
4148.0,3358,90696.996865
708.0,989,90750.051471
5612.0,4924,91004.242185
1140.0,1579,91085.368516
1432.0,2027,91193.865301
3540.0,3881,91395.833041
2160.0,2473,91531.412362
3420.0,3200,91699.31409
3900.0,3747,91892.04437
3000.0,3662,92078.179338
1432.0,1918,92176.970245
4412.0,4372,92403.191378
4350.0,3894,92608.295045
2160.0,2722,92747.31993
1744.0,2068,92855.63251
3060.0,3593,93041.898303
5342.0,4309,93269.588151
3960.0,3426,93444.579461
1432.0,1905,93545.521023
2664.0,2895,93699.244164
1380.0,1924,93801.115575
5248.0,4068,94015.456214
2160.0,2335,94141.350477
3964.0,4195,94359.360448
1692.0,2231,94479.476037
2160.0,2413,94601.184608
1332.0,1701,94693.361571
1796.0,2185,94808.328026
1140.0,1461,94883.244322
2832.0,2630,95021.682657
1188.0,1376,95090.685179
1796.0,1976,95197.303616
3420.0,3549,95377.39172
4320.0,3936,95582.407494
948.0,1151,95642.231827
1536.0,2176,95755.009469
4156.0,3940,95963.067362
2776.0,2744,96104.104513
2972.0,2735,96246.321826
3964.0,3934,96449.901301
1140.0,1727,96536.346517
1588.0,2109,96648.97811
2272.0,2511,96775.162336
3900.0,3801,96977.057024
3000.0,3205,97141.093556
1236.0,1957,97240.468712
1952.0,2066,97345.491223
2108.0,2274,97466.106468
1796.0,2004,97566.394013
3000.0,3402,97744.407076
1380.0,1756,97837.400728
2160.0,2468,97967.243574
3900.0,4210,98190.820836
4800.0,3872,98388.681982
3000.0,3259,98556.771576
2608.0,3031,98718.043133
1536.0,2212,98832.617839
2108.0,2601,98966.860461
4200.0,3801,99166.135004
1380.0,1911,99268.24237
1484.0,1794,99362.417037
3900.0,3843,99564.419334
3420.0,2888,99710.347359
4028.0,3740,99903.298899
3240.0,3416,100083.038805
1484.0,1851,100175.42907
2108.0,2652,100315.578274
5504.0,4382,100543.228797
1640.0,1885,100642.381015
3308.0,3531,100826.559867
3420.0,3207,100994.472789
1380.0,1731,101092.719042
3420.0,3224,101260.111134
4542.0,3886,101488.11114
2160.0,2499,101628.892595
4996.0,3967,101853.895356
3000.0,3110,102025.111174
1284.0,1828,102122.792715
4962.0,4407,102369.372493
1536.0,1983,102473.613428
1188.0,1603,102555.813526
1332.0,1662,102642.205788
5284.0,3690,102834.176348
3720.0,3620,103026.066127
2720.0,2679,103166.493845
2056.0,2622,103307.923117
1380.0,1567,103388.388325
3000.0,3013,103546.047183
4734.0,4179,103764.150095
2004.0,2454,103892.869836
1332.0,1619,103980.094584
1900.0,2503,104106.936068
3300.0,3513,104288.490525
2160.0,2350,104410.684466
4092.0,4574,104649.073334
2160.0,2431,104774.44948
3084.0,3109,104937.993725
2160.0,2201,105050.317209
4770.0,3875,105254.769696
5378.0,3532,105434.505419
2972.0,3146,105598.552303
1188.0,1434,105675.374638
1380.0,1471,105751.269747
4384.0,4157,105970.335254
4140.0,3583,106154.606815
1536.0,2169,106264.926128
3000.0,3032,106413.565207
660.0,1329,106482.87832
2440.0,2892,106626.301027
1380.0,1855,106724.053572
2004.0,2218,106839.03355
3420.0,3849,107038.896615
3360.0,3799,107237.769932
5382.0,4189,107450.944522
2108.0,2338,107569.74529
4384.0,4066,107784.940255
4028.0,3961,107990.601494
1588.0,2305,108109.159839
2440.0,2852,108254.519387
2720.0,3507,108442.844721
5766.0,4261,108672.694293
2160.0,2544,108808.945173
2160.0,2454,108941.229086
2004.0,2380,109079.39376
1848.0,2157,109198.107027
2916.0,2651,109343.303038
4512.0,3931,109558.067341
2160.0,2617,109703.878182
6224.0,4608,109968.306261
4650.0,3524,110153.685167
4320.0,3534,110346.59647
5378.0,4715,110596.435628
996.0,1530,110684.423897
4350.0,3736,110884.650304
1380.0,1825,110992.103359
2860.0,2805,111137.435287
1236.0,1709,111232.097243
1236.0,1637,111316.314215
3420.0,3184,111489.063288
4478.0,4010,111732.819711
2552.0,2959,111903.207941
1640.0,1784,112008.280983
5484.0,4672,112278.796053
2496.0,3193,112456.851551
1380.0,1715,112548.395204
1332.0,1579,112633.70222
3870.0,3477,112821.533876
2160.0,2692,112972.866837
2160.0,2573,113116.29547
5024.0,4208,113345.899323
1848.0,2040,113456.842897
3780.0,3539,113653.358701
3964.0,3690,113860.815309
1432.0,2031,113967.325198
1536.0,2057,114092.658804
1692.0,1897,114197.938501
2944.0,3179,114374.108007
1588.0,1937,114480.928185
3964.0,4009,114701.746902
4410.0,3589,114899.8771
3000.0,3255,115085.117007
2160.0,2783,115233.597425
2496.0,2966,115403.597893
4260.0,3856,115614.131302
1432.0,2017,115728.067073
1236.0,1672,115819.48826
3084.0,2838,115986.838487
3060.0,3746,116199.58483
2004.0,2201,116321.692561
1284.0,1689,116418.505281
2720.0,2846,116572.535733
3000.0,3290,116747.497024
5650.0,4761,117011.751481
660.0,1195,117073.125118
2832.0,3206,117247.327149
3660.0,3711,117450.038836
5312.0,4419,117686.300816
2552.0,2836,117839.350729
4710.0,3459,118031.716631
1188.0,1534,118117.602706
660.0,1034,118183.934429
660.0,1029,118248.467151
2776.0,2790,118399.94945
3336.0,2861,118559.627849
4542.0,4106,118802.853497
3000.0,3104,118969.37897
1952.0,2077,119086.923312
2496.0,3291,119262.029388
1380.0,1738,119359.658079
4740.0,3745,119562.645582
5926.0,4613,119818.312748
2608.0,3081,119987.042374
2776.0,3137,120158.115097
2636.0,2843,120312.373978
1640.0,1625,120402.641823
3560.0,2931,120570.337712
6058.0,4934,120838.862908
2720.0,3215,121022.930511
1952.0,2252,121143.359712
2860.0,2627,121292.010935
4542.0,4349,121550.643631
2328.0,2973,121715.253921
2832.0,3358,121899.31245
3780.0,3566,122095.380198
4542.0,4185,122319.706258
2160.0,2467,122454.912857
1432.0,1900,122563.943922
3450.0,3466,122752.977504
5440.0,4464,122999.788944
5602.0,4492,123244.727362
4604.0,4381,123484.750114
3540.0,3457,123675.071024
5696.0,4455,123921.801645
4740.0,3846,124133.43679
2160.0,2415,124266.949507
3000.0,2952,124427.307022
4170.0,3157,124597.736815
1796.0,2506,124736.296822
2272.0,2467,124886.234772
4448.0,4183,125117.875556
1284.0,1390,125193.159486
3750.0,3916,125414.076109
4734.0,4355,125667.191433
4156.0,4172,125895.420893
3900.0,4072,126131.916559
5598.0,4362,126374.275343
4832.0,4235,126627.473524
4894.0,4110,126854.128546
1588.0,1974,126966.828583
5212.0,3861,127178.577048
1744.0,2264,127303.997534
