# {"t_start": 1601364204.740532, "env_id": "BeamRiderNoFrameskip-v4"} 
r,l,t
948.0,1608,32906.770654
1536.0,2253,33039.809457
1432.0,1938,33152.699211
1236.0,1506,33242.971493
1044.0,1784,33341.143378
2496.0,3375,33541.838331
1484.0,2258,33669.095274
2160.0,2939,33841.862447
2160.0,2515,33991.495569
1484.0,2264,34119.74398
1236.0,1655,34217.808642
1380.0,2141,34343.465105
948.0,1538,34435.048693
528.0,949,34488.256539
996.0,1383,34569.431698
1380.0,2183,34697.599108
900.0,1423,34784.452703
996.0,1274,34859.740134
2108.0,2458,35001.544691
996.0,1554,35092.548246
1332.0,1799,35197.286673
1380.0,2116,35325.140575
1796.0,2738,35485.251556
1640.0,2268,35620.738772
1380.0,2423,35757.066805
3180.0,3609,35985.076828
572.0,1020,36048.667367
4290.0,3809,36273.779473
1380.0,1998,36392.300826
948.0,1283,36467.296483
996.0,1651,36564.57487
2004.0,2695,36723.533623
528.0,1087,36786.349477
2692.0,2816,36952.30625
1380.0,1741,37050.318948
1848.0,2895,37220.716263
1952.0,2284,37355.304652
804.0,1554,37445.571308
1188.0,1550,37539.212786
5986.0,4435,37799.917416
1744.0,2485,37947.609687
1380.0,1875,38052.775992
1092.0,1656,38149.451782
1380.0,2078,38271.155025
948.0,1979,38389.506541
996.0,1241,38457.207435
1284.0,1719,38563.036555
2160.0,2926,38738.384296
2108.0,2361,38873.439534
2160.0,2567,39026.56661
1188.0,1653,39127.247169
572.0,1073,39187.651341
1140.0,1423,39270.384631
2160.0,2904,39440.914737
852.0,1520,39536.660802
948.0,1526,39626.606794
1188.0,1653,39717.130084
1380.0,2231,39850.95302
1588.0,2226,39976.943432
2160.0,2497,40125.096925
1952.0,2474,40271.090257
2832.0,3355,40465.087052
1692.0,2105,40586.444738
756.0,1730,40692.135699
1332.0,1820,40796.776683
756.0,1223,40864.082375
1236.0,2046,40982.797048
1092.0,1475,41070.629893
900.0,1404,41153.429281
528.0,1024,41213.18389
1900.0,2655,41364.155919
1848.0,2665,41533.108952
660.0,1085,41594.246585
1744.0,2220,41729.184381
900.0,1416,41817.384683
948.0,1648,41915.148727
1284.0,1541,42004.575716
660.0,1200,42073.715127
708.0,1174,42141.335315
2608.0,2633,42299.175177
2160.0,2689,42455.814225
660.0,1046,42522.481084
2776.0,2668,42672.831975
1188.0,1722,42778.063569
2832.0,3206,42965.015212
660.0,1201,43033.128491
1284.0,1947,43155.74145
2748.0,3733,43378.134515
3420.0,3022,43560.164581
708.0,1234,43628.037411
2160.0,2718,43794.619095
1380.0,1766,43894.419025
1640.0,2555,44048.397338
948.0,1398,44133.536924
3120.0,3516,44335.403602
2160.0,2511,44483.76188
2328.0,3224,44678.291339
996.0,1350,44762.247526
660.0,1091,44822.550686
1380.0,1977,44938.532814
1092.0,1573,45033.497963
2160.0,2381,45166.408504
2108.0,2459,45312.956805
2004.0,2418,45453.30461
2004.0,2691,45608.762243
3000.0,3057,45785.655026
1140.0,1271,45859.951366
660.0,1395,45939.875089
2552.0,2896,46101.429992
1900.0,2170,46221.196482
2160.0,2606,46360.135055
2272.0,2796,46511.619256
1848.0,2465,46641.1006
1236.0,1603,46728.547446
1092.0,1474,46802.709273
1284.0,2042,46910.795753
1236.0,1978,47016.355848
3000.0,3209,47185.832843
2160.0,3217,47353.017929
900.0,1289,47420.409322
2888.0,2966,47576.106452
3964.0,3938,47778.654685
1380.0,2281,47904.463245
996.0,1482,47987.110369
996.0,1406,48062.86404
3900.0,4084,48275.715263
2160.0,2679,48418.374939
1848.0,2275,48543.810656
1588.0,2198,48683.02688
2108.0,2982,48874.814384
1432.0,2083,49011.388556
2944.0,3364,49223.497383
996.0,1497,49316.423535
1284.0,1555,49421.424559
1796.0,2396,49569.25957
708.0,1434,49645.291187
1484.0,2168,49785.086824
2776.0,2786,49966.937645
1188.0,1560,50068.219192
1432.0,2032,50200.1065
996.0,1367,50280.889798
1380.0,1850,50389.418655
1380.0,1626,50484.78819
1380.0,1982,50596.934864
1536.0,2151,50723.696976
2664.0,3110,50902.431579
1380.0,1591,50992.418766
1188.0,1663,51088.1982
1332.0,1683,51185.951428
1432.0,2318,51318.64119
1744.0,2201,51446.027741
948.0,1301,51526.513266
2160.0,2649,51677.7032
2496.0,2486,51828.150146
2004.0,2119,51948.550435
2108.0,2662,52104.38194
3240.0,3489,52306.090059
3780.0,3586,52513.01691
1640.0,2317,52646.1668
1188.0,1417,52727.708717
1432.0,1914,52838.548166
1044.0,1485,52919.983661
3420.0,2891,53087.453291
2160.0,2410,53228.610821
1432.0,2172,53354.818705
900.0,1386,53431.016249
1188.0,1826,53541.429585
1744.0,2258,53668.930965
1380.0,1598,53764.728783
1952.0,2506,53906.751209
1380.0,1807,54011.649839
1380.0,1714,54110.714329
1380.0,1637,54208.823281
4860.0,4131,54446.460341
2160.0,2696,54604.507397
2160.0,2705,54762.907908
1848.0,2735,54927.851709
1692.0,2160,55054.648685
3060.0,3170,55235.18261
3930.0,3274,55428.642517
2160.0,2776,55586.609464
1092.0,1749,55689.750499
1140.0,1432,55771.72722
1380.0,1700,55868.903471
1432.0,1690,55966.278541
852.0,1430,56056.795836
1188.0,1756,56153.764099
3420.0,3277,56346.814737
1484.0,1882,56452.483115
2160.0,2899,56623.345468
1380.0,1708,56722.612134
660.0,1381,56805.649282
4478.0,3571,57016.024985
900.0,1266,57089.550623
1484.0,1918,57201.176559
4640.0,4396,57456.739417
996.0,1495,57547.022821
2608.0,2477,57689.76752
1380.0,1980,57802.812487
900.0,1416,57885.755474
1952.0,2121,58012.968893
2664.0,3100,58193.679436
1188.0,1434,58275.7016
1588.0,2262,58409.758133
1588.0,2346,58543.914712
1536.0,2195,58671.885313
2160.0,2577,58818.553321
2004.0,2379,58960.411253
1640.0,2177,59086.349884
3420.0,3334,59280.102372
1380.0,1906,59385.985016
1380.0,1802,59488.598269
3900.0,3799,59710.983264
1380.0,1729,59808.614569
3180.0,4067,60046.556332
1188.0,1785,60149.331897
1044.0,1310,60223.167172
996.0,1569,60311.825829
2328.0,2880,60480.41213
5280.0,5063,60771.361191
2552.0,3173,60956.649013
1952.0,2322,61091.274552
3240.0,3772,61312.546635
2160.0,2477,61453.73052
4640.0,4466,61712.945779
3084.0,3064,61891.808528
1188.0,1966,62004.423958
900.0,1269,62078.516293
1284.0,2104,62199.047132
2776.0,2708,62353.076067
2384.0,2422,62493.665398
2056.0,3174,62680.839005
1140.0,1515,62763.313184
3660.0,3368,62962.730561
756.0,1110,63022.580262
1380.0,1601,63117.821285
2160.0,2800,63279.668087
660.0,1204,63345.648586
1744.0,2472,63487.037759
1380.0,2307,63618.29406
2160.0,2469,63760.56128
1380.0,1777,63864.569439
1284.0,1703,63961.318184
1536.0,2007,64080.217083
2776.0,3221,64266.660252
3420.0,2994,64439.011645
660.0,950,64498.069664
1188.0,1767,64600.59625
1744.0,2115,64720.212697
484.0,912,64772.521438
3300.0,3461,64970.777762
3300.0,3569,65167.360551
4512.0,4125,65390.924267
1380.0,1921,65496.623359
2384.0,2755,65643.653976
1380.0,2080,65759.9202
3300.0,3633,65957.247635
1188.0,1572,66040.464821
1744.0,2194,66158.034315
1380.0,1921,66262.834662
2916.0,2706,66407.274531
1284.0,1869,66510.022809
5632.0,4044,66726.567642
1900.0,2422,66858.671506
2496.0,2883,67017.864425
3510.0,3521,67208.952262
1900.0,2111,67326.861896
2160.0,2674,67468.488411
3480.0,4232,67699.71911
3420.0,3548,67897.02213
1484.0,2088,68006.859936
948.0,1559,68090.987648
3964.0,4348,68329.728482
2552.0,2805,68484.012299
1692.0,2264,68610.478684
4028.0,4027,68829.753333
3060.0,3587,69025.954719
2160.0,2385,69157.97466
4028.0,4132,69382.670046
2664.0,3091,69549.405126
2108.0,2448,69682.273783
2160.0,2912,69842.311726
2004.0,2727,69985.833216
2108.0,2347,70108.048954
3990.0,3417,70294.439978
1484.0,1960,70397.313808
2056.0,2481,70529.568686
1140.0,1533,70612.761862
2804.0,3310,70792.931863
2776.0,3522,70986.19381
2440.0,2893,71138.273435
900.0,1448,71215.926148
4412.0,4221,71447.021858
5688.0,4676,71704.683908
1692.0,1954,71808.940539
1380.0,1824,71908.436688
2692.0,2727,72055.425136
2160.0,2502,72194.109856
4604.0,4416,72429.643842
4230.0,4147,72658.240669
4928.0,3974,72868.808938
2108.0,2294,72989.260405
1536.0,1824,73082.275375
2972.0,2561,73215.151822
3360.0,4002,73426.557892
1188.0,1898,73529.339386
1380.0,1638,73612.548318
3000.0,3150,73778.293978
1484.0,2078,73885.361148
2160.0,2666,74027.532203
2160.0,2580,74164.087814
1044.0,1513,74243.767129
996.0,1287,74311.090387
1332.0,1625,74392.316478
1744.0,2394,74522.154235
1236.0,1688,74611.924606
2160.0,2567,74748.470081
3504.0,3176,74915.776225
1044.0,1493,74989.229991
3300.0,3771,75185.461769
2056.0,2266,75304.703986
3180.0,3312,75477.613903
1796.0,2568,75611.490133
2160.0,2826,75759.273393
4540.0,4148,75981.411476
2160.0,3224,76151.320601
900.0,1442,76224.580199
1848.0,2537,76359.533523
1744.0,2033,76464.671173
852.0,1444,76537.90308
2056.0,2242,76653.544907
3120.0,3866,76855.524026
1188.0,1513,76939.182092
1380.0,2062,77049.762621
948.0,1486,77131.3019
1140.0,1672,77223.195236
660.0,1153,77285.929083
3000.0,3667,77474.965743
1432.0,2792,77622.606874
4220.0,3958,77833.327479
2496.0,3205,78002.855258
2216.0,2833,78155.233475
1900.0,2332,78275.842129
5744.0,5517,78561.448113
1692.0,2408,78686.428299
1796.0,2483,78814.907961
2972.0,2717,78955.852713
3690.0,3571,79142.993449
1332.0,1689,79230.429433
2160.0,2367,79356.371059
2160.0,2906,79504.248505
804.0,1531,79584.373365
4140.0,3725,79780.367832
6082.0,4886,80035.988916
948.0,1520,80116.036319
2004.0,2331,80238.176303
2160.0,2574,80372.764987
948.0,1372,80445.900348
5760.0,4470,80680.105126
1744.0,1899,80780.138104
3060.0,3516,80962.971273
4572.0,4502,81198.907828
3900.0,3900,81406.271718
2496.0,3049,81560.993816
5148.0,4337,81786.085323
1536.0,1764,81881.463216
4020.0,3456,82062.816491
1332.0,1493,82144.969141
1536.0,2335,82268.234465
2160.0,2820,82417.945793
2440.0,3140,82578.683001
5608.0,4142,82798.339925
3964.0,3655,82994.046406
1236.0,1435,83067.06174
4604.0,4475,83301.676712
1380.0,1851,83396.002696
2004.0,2133,83509.378161
3900.0,4057,83727.483624
4092.0,4489,83961.420389
3964.0,4359,84189.972505
3540.0,3779,84387.465629
4028.0,4011,84596.439707
3600.0,3325,84771.437959
2608.0,3100,84934.245908
2608.0,3096,85103.657161
900.0,1397,85171.310432
2440.0,2763,85317.830313
948.0,1392,85391.998412
1332.0,1531,85471.036673
3900.0,3919,85675.370717
4670.0,4183,85898.350081
2160.0,2497,86026.602839
1848.0,2279,86147.27794
1744.0,2199,86262.321522
4864.0,4024,86469.484547
3308.0,2883,86623.66565
1380.0,1753,86717.771482
1900.0,2522,86844.979251
1692.0,2250,86966.285083
5476.0,4710,87206.946045
3000.0,2889,87358.619604
1952.0,2208,87472.01762
3000.0,3375,87648.444347
4080.0,3821,87850.15702
1380.0,1757,87942.600602
1284.0,1562,88024.756565
3964.0,4091,88238.864082
4384.0,4341,88467.532454
1536.0,1758,88555.786253
2160.0,2747,88704.35861
5120.0,4505,88941.916749
2160.0,2680,89082.977676
660.0,1068,89138.147166
3000.0,3444,89318.916957
2160.0,2394,89447.487809
1332.0,1843,89541.749845
1484.0,1609,89622.625334
1380.0,1859,89723.931786
1380.0,1951,89826.437131
1380.0,1367,89901.06334
3308.0,3399,90079.200233
2108.0,2569,90216.212608
1380.0,1670,90303.953012
3480.0,3672,90500.859679
2440.0,2724,90643.100601
5534.0,4438,90877.188227
3560.0,2962,91031.09277
1332.0,1737,91119.166918
3964.0,3863,91321.488329
948.0,1321,91394.837086
660.0,940,91442.423562
3964.0,4386,91673.890276
3180.0,3576,91858.785558
1484.0,1852,91952.607654
3120.0,3495,92136.567742
1848.0,2233,92250.324509
1744.0,2067,92356.739964
948.0,1402,92429.19636
1900.0,2511,92555.714958
1140.0,1630,92642.30933
2664.0,3157,92807.920161
5010.0,4130,93022.231754
2720.0,3115,93183.663284
3720.0,3428,93364.35979
3084.0,3163,93531.073236
4260.0,3812,93726.758634
1236.0,1663,93815.887116
948.0,1212,93884.156784
1380.0,1940,93987.267015
2720.0,2908,94135.589254
2160.0,2149,94251.346857
1900.0,2380,94378.636025
1380.0,1888,94473.283099
2776.0,3214,94640.62377
3000.0,3065,94802.04238
1484.0,2360,94929.232292
1900.0,2747,95069.443688
3540.0,3643,95258.183922
1692.0,2365,95383.347095
2004.0,2315,95502.806867
2664.0,2787,95648.406048
1380.0,1600,95728.230123
4350.0,3743,95924.662044
1536.0,2263,96043.802316
1900.0,2608,96179.396599
1432.0,2278,96298.222977
3000.0,3142,96457.021477
1236.0,1580,96542.277246
1848.0,2082,96649.087076
4512.0,4257,96868.6608
1484.0,1927,96970.367011
3300.0,3557,97154.201256
1380.0,1947,97253.17757
2160.0,2570,97385.687378
2216.0,2552,97518.993686
2108.0,2645,97652.849002
3660.0,3811,97851.032678
1380.0,1772,97946.521499
1332.0,1827,98042.082619
1188.0,1267,98109.394944
1588.0,2209,98224.161466
1380.0,1520,98304.058472
1588.0,2009,98407.788013
3420.0,2943,98557.012748
1952.0,2263,98677.274919
948.0,1209,98739.574988
1332.0,1401,98812.760166
1380.0,2031,98919.570575
1796.0,2229,99038.957212
1380.0,1883,99133.494689
4640.0,3991,99342.59593
1236.0,1853,99443.650377
3120.0,3813,99638.557404
4540.0,4659,99882.774022
3480.0,3561,100069.310985
4350.0,4121,100281.654987
4110.0,3882,100482.304374
2160.0,2431,100609.3901
2160.0,2197,100724.309804
6606.0,5779,101028.95487
3840.0,3723,101225.903317
2664.0,2986,101397.476058
3660.0,3849,101615.677414
2496.0,2890,101782.547978
1484.0,1997,101890.298639
1952.0,2384,102025.09574
1380.0,1727,102115.912235
4770.0,3627,102315.850668
1332.0,1916,102425.522765
1744.0,2257,102541.658937
1952.0,2552,102675.177824
5676.0,5260,102946.74067
3300.0,3323,103127.096361
1332.0,1524,103208.375311
2108.0,2491,103334.849116
4670.0,4248,103559.578388
3028.0,3133,103724.177938
1380.0,1826,103818.271404
5474.0,4281,104040.456618
1380.0,1884,104140.980197
1332.0,1359,104208.647902
1744.0,2088,104320.131243
4092.0,3825,104520.72502
3420.0,3323,104688.837045
1380.0,1713,104780.346174
1796.0,2094,104885.436696
4770.0,3885,105088.603175
3364.0,3135,105254.624915
3300.0,3595,105440.221636
3196.0,3036,105592.442739
5310.0,4109,105817.406049
1188.0,1232,105877.742557
1744.0,2193,105990.049669
3900.0,3712,106181.198552
1952.0,2760,106322.615636
2944.0,3140,106476.885326
2056.0,2474,106600.196514
2832.0,3129,106764.201128
1588.0,2030,106871.41852
2944.0,2810,107012.326534
1284.0,1552,107092.552599
3336.0,3039,107251.977081
1952.0,2324,107372.385978
3840.0,2912,107523.751178
2384.0,2804,107667.886605
3630.0,3256,107837.325767
1332.0,1800,107931.221168
4796.0,3831,108128.723656
660.0,960,108175.682363
4670.0,3978,108388.886082
1848.0,2388,108516.698062
2004.0,2187,108632.691187
660.0,995,108686.59222
4092.0,3933,108890.945719
2664.0,2883,109063.893528
2108.0,2714,109212.621078
2160.0,2284,109336.674689
2108.0,2488,109475.050165
2608.0,3152,109647.481921
4284.0,4223,109881.790261
2272.0,2953,110050.362443
4290.0,3619,110243.846318
4478.0,4029,110458.412339
5404.0,4780,110724.852462
3180.0,3491,110911.425453
1380.0,1905,111019.09026
1332.0,1721,111110.099041
2004.0,2236,111225.920017
1536.0,1765,111322.793166
1796.0,2388,111453.916382
4290.0,3741,111671.940565
3140.0,2920,111847.582593
2608.0,3147,112033.641382
2056.0,2346,112165.800322
2004.0,2162,112286.247588
4478.0,3997,112506.831758
4050.0,3587,112703.68399
1380.0,1838,112807.041423
4220.0,4176,113034.290488
4320.0,4112,113261.357083
4832.0,4408,113504.562368
2160.0,2409,113633.86388
1284.0,1601,113722.517334
5446.0,4659,113981.37673
5280.0,4717,114253.592892
4572.0,3968,114473.959056
2056.0,2615,114618.476326
5476.0,4817,114885.523577
3000.0,3162,115058.110453
5538.0,4380,115303.917863
1380.0,1527,115395.052485
3196.0,2544,115529.378128
5598.0,4138,115762.123466
5602.0,4544,116020.585649
5696.0,4639,116286.980158
2160.0,2248,116411.632161
2160.0,2785,116558.971102
5956.0,4670,116816.50489
1796.0,2289,116942.088831
3420.0,3557,117129.522151
3810.0,3494,117323.151507
3900.0,4046,117540.17573
4348.0,4269,117769.822704
1188.0,1584,117859.116487
1284.0,1548,117942.494252
4540.0,4093,118183.121914
2108.0,2379,118316.989842
3140.0,3105,118484.563064
3000.0,3280,118688.282367
2160.0,2541,118830.281681
3000.0,3309,119009.587801
1332.0,1306,119080.238726
4770.0,4023,119296.393307
3900.0,3621,119492.825134
3840.0,3218,119671.13865
2160.0,2280,119796.988318
3720.0,3905,120016.362272
1536.0,2087,120129.342735
4050.0,3611,120325.604375
2108.0,2530,120467.281435
948.0,1391,120540.769544
6254.0,4956,120816.889781
3600.0,3521,121015.981739
1380.0,1859,121114.238388
4220.0,4247,121354.398503
3000.0,3377,121557.620854
3196.0,3304,121737.736215
3360.0,3523,121934.254506
900.0,1287,122005.034124
5744.0,5109,122283.481373
4414.0,3598,122482.556428
4444.0,3697,122682.476417
1744.0,2148,122802.277868
4740.0,3650,123006.416855
2832.0,2867,123160.511786
4604.0,4333,123401.976304
4028.0,4240,123632.328211
1640.0,1644,123723.418281
2832.0,3253,123901.037871
3420.0,3331,124083.619945
6600.0,5985,124413.353585
1380.0,1456,124491.036473
1380.0,1838,124590.460144
4868.0,3897,124821.536111
1952.0,2342,124949.573657
5182.0,4450,125193.220919
3540.0,3209,125371.920862
2004.0,1905,125477.524447
4414.0,4305,125731.135125
1484.0,2305,125860.304832
2496.0,3022,126030.184056
2608.0,3229,126218.23656
3300.0,3221,126394.461893
1952.0,2483,126542.352391
3900.0,3491,126741.45201
1952.0,2327,126868.197982
4092.0,4333,127109.832246
4860.0,4287,127347.358412
2004.0,2080,127466.734649
4350.0,3765,127673.426134
4412.0,4536,127923.789299
